id,date published,source,headline,author,description,directory,link
Michael Brown,12/21/14,WSJ,"NYPD Shooting Suspect Referenced Garner, Brown Cases",Pervaiz Shallwani,Two New York City police officers were shot and killed in their patrol car outside a Brooklyn housing project on Saturday. Police are investigating social-media posts in which the suspected gunman foreshadowed the killings.,,http://online.wsj.com/articles/two-nypd-officers-shot-in-patrol-car-1419112127?mod=Searchresults_pos13&page=7
Michael Brown,3/3/15,WSJ,"U.S. Finds Racial Bias in Ferguson Police, Courts",Andrew Grossman,"Police in Ferguson, Mo., routinely violated the civil rights of the city’s black residents, a Justice Department probe has concluded. The city’s courts were also cited for racial bias.",,http://www.wsj.com/articles/ferguson-police-accused-of-racial-bias-by-federal-investigation-1425411657?mod=Searchresults_pos14&page=7
Michael Brown,1/6/15,WSJ,"No Slowdown on NYPD Enforcement, Union Says",Michael Howard Saul,"New York City’s main police union hasn’t initiated or supported a deliberate slowdown, the union’s president said, a day after records were released showing a steep reduction in arrests and summonses for a second week in a row.",,http://online.wsj.com/articles/no-slowdown-on-nypd-enforcement-union-says-1420574516?mod=Searchresults_pos16&page=7
Michael Brown,2/17/15,WSJ,Top Judge Urges Grand-Jury Changes,Rebecca Davis O’Brien,New York’s top judge on Tuesday proposed legislation to make grand-jury proceedings more open to the public and have judges preside over deliberations for police-involved homicides and serious assaults.,,http://www.wsj.com/articles/grand-juries-need-change-new-york-states-chief-judge-says-1424223731?mod=Searchresults_pos18&page=7
Michael Brown,1/27/15,WSJ,Attorney General Nominee Takes the Stage,Andrew Grossman and Devlin Barrett,Loretta Lynch will step into the Senate spotlight on Wednesday as the Justice Department she has been nominated to lead considers a series of hot-button issues ranging from possible civil-rights violations by police to government leaks.,,http://online.wsj.com/articles/attorney-general-nominee-lynchs-confirmation-hearing-set-to-begin-1422405198?mod=Searchresults_pos19&page=7
Michael Brown,3/2/15,WSJ,Justice Department Report to Criticize Treatment of Minorities by Ferguson Police,Devlin Barrett And Ben Kesling,"The Justice Department is preparing to issue reports on the Ferguson, Mo., police department explaining its expected decision not to file criminal charges against a former officer who killed an unarmed black teen while excoriating the department’s treatment of minorities.",,http://www.wsj.com/articles/justice-department-report-to-criticize-treatment-of-minorities-by-ferguson-police-1425337717?mod=Searchresults_pos20&page=7
Michael Brown,1/7/15,WSJ,J.W. Childs Buys Winery From TPG Growth-Backed Vincraft,Lillian Rizzo,"The Waltham, Mass., firm has acquired Kosta Browne Winery, a Santa Rosa, Calif.-based winery, from TPG Growth-backed Vincraft Group, according to a news release.",,http://www.wsj.com/articles/DJFLBO0120150107eb17q6no7?mod=Searchresults_pos2&page=6
Michael Brown,11/21/14,WSJ,Officials Lay Out Rules for Police Handling of Ferguson Protests,Ben Kesling,“Rules of conduct” released as grand jury appeared close to announcing whether to indict a white police officer for the killing of an unarmed black teenager this summer.,,http://online.wsj.com/articles/ferguson-police-arrest-protesters-1416557570?mod=Searchresults_pos3&page=6
Michael Brown,6/28/15,WSJ,Maker of Police Body Cameras Is Acquired,Tarun Shukla,"Vievu, a maker of police body cameras, has been acquired by Safariland, which is bulking up its portfolio of security products ahead of a planned initial public offering next year",,http://www.wsj.com/articles/maker-of-police-body-cameras-is-acquired-1435515705?mod=Searchresults_pos4&page=6
Michael Brown,3/13/15,WSJ,Police Chasing ‘Scores’ of Leads in Ferguson Shooting of Two Officers,Ben Kesling,"Law enforcement has been chasing ’scores’ of leads but has made no arrests in the shooting of two Ferguson, Mo., police officers early Thursday morning, according to local police.",,http://www.wsj.com/articles/police-chasing-scores-of-leads-in-ferguson-shooting-of-two-officers-1426290009?mod=Searchresults_pos5&page=6
Michael Brown,4/6/15,WSJ,Ferguson Set for Elections,Ben Kesling,Half of the St. Louis suburb’s council seats are up for grabs after the fatal police shooting last August.,,http://www.wsj.com/articles/ferguson-set-for-first-elections-in-wake-of-unrest-1428348855?mod=Searchresults_pos6&page=6
Michael Brown,12/5/14,WSJ,Brooklyn District Attorney to Impanel Grand Jury in Akai Gurley Case,"BySonja Sharp, Rebecca Davis O’Brien and Melanie Grayce West",The Brooklyn District Attorney Ken Thompson said he plans to impanel a grand jury to consider the Nov. 20 shooting death of Akai Gurley at the hands of a rookie New York City police officer,,http://online.wsj.com/articles/brooklyn-district-attorney-to-impanel-grand-jury-in-akai-gurley-case-1417801925?mod=Searchresults_pos7&page=6
Michael Brown,1/19/15,WSJ,Poll Shows Majority of Blacks View King’s Dream as Unrealized,Ben Kesling,"White and black Americans disagree about equality, opportunity and racism in the U.S., more than 46 years after the assassination of Martin Luther King Jr., according to a Wall Street Journal/NBC News poll.",,http://online.wsj.com/articles/leaders-gather-in-atlanta-to-celebrate-martin-luther-king-jr-1421686000?mod=Searchresults_pos8&page=6
Michael Brown,11/29/14,WSJ,Officer in Ferguson Shooting Resigns,Matthew Dolan,"Darren Wilson, the white Ferguson police officer who shot to death a black teen last summer and avoided criminal prosecution this week has resigned from the police force.",,http://online.wsj.com/articles/darren-wilson-resigns-from-ferguson-police-department-1417305478?mod=Searchresults_pos10&page=6
Michael Brown,12/28/14,WSJ,NYPD Chief Seeks to Tame Protest Tensions,Jonathan House And Reid J. Epstein,New York City Police Commissioner William Bratton said his department would seek to meet with police union leaders and engage in other talks to calm racial tensions flamed by recent high-profile killings.,,http://online.wsj.com/articles/nypd-chief-seeks-to-tame-protest-tensions-1419790724?mod=Searchresults_pos11&page=6
Michael Brown,11/25/14,WSJ,Ferguson Area Clergy Lead Peaceful Protest,Ben Kesling,A sunrise prayer vigil and dozens of clergy marching in the streets here Tuesday was a stark counterpoint to the destruction and looting that took place Monday night just miles away in Ferguson.,,http://online.wsj.com/articles/ferguson-area-clergy-lead-peaceful-protest-1416935595?mod=Searchresults_pos12&page=6
Michael Brown,2/12/15,WSJ,"FBI Director Discusses Hard Truths on Policing, Race Relations",Devlin Barrett,"The U.S. is at a crossroads on matters of race relations and law enforcement, presenting “hard truths” that its citizens and police must confront, FBI Director James Comey.",,http://www.wsj.com/articles/fbi-director-discusses-hard-truths-on-policing-race-relations-1423775890?mod=Searchresults_pos13&page=6
Michael Brown,12/6/14,WSJ,Funeral Held for Man Fatally Shot by New York Police Officer,Keiko Morris,"Akai Gurley, a 28-year-old New York City man who was fatally shot by a police officer, was remembered Saturday by family and friends as a caring father, son and big brother.",,http://online.wsj.com/articles/funeral-held-for-man-fatally-shot-by-new-york-police-officer-1417904640?mod=Searchresults_pos14&page=6
Michael Brown,3/4/15,WSJ,Ferguson Report Unlikely to Help Many in Civil Suits,Ben Kesling,"A Justice Department report highlighting rampant bias in the Ferguson, Mo., police department and court system is likely to bring sweeping change to the city but may not help many of those affected sue for damages.",,http://www.wsj.com/articles/ferguson-report-unlikely-to-help-many-in-civil-suits-1425510195?mod=Searchresults_pos15&page=6
Michael Brown,12/30/14,WSJ,"Mayor and Police Unions Meet; No Resolution, Unions Say",Michael Howard Saul and Joe Jackson,"A two-hour meeting focuses on safety; “actions speak louder than words and time will tell,” union says.",,http://online.wsj.com/articles/mayor-and-police-unions-meet-no-resolution-unions-say-1419982676?mod=Searchresults_pos16&page=6
Michael Brown,4/8/15,WSJ,South Carolina Shooting Bolsters Calls for Police Cameras,Cameron McWhirter and Zusha Elinson,A bystander’s video showing a white South Carolina policeman fatally shooting an unarmed black man as he fled has bolstered nationwide calls to require all police officers to wear body cameras.,,http://www.wsj.com/articles/south-carolina-shooting-bolsters-calls-for-police-cameras-1428541245?mod=Searchresults_pos17&page=6
Michael Brown,11/24/14,WSJ,Ferguson Legal Fight Extends Beyond Grand Jury,Ashby Jones And Devlin Barrett,A grand jury’s decision to reject charges against a white officer in the shooting death of a black teenager in Missouri likely won’t be the last word from the courts on the tragic events of Aug. 9.,,http://online.wsj.com/articles/ferguson-legal-fight-extends-beyond-grand-jury-1416873953?mod=Searchresults_pos18&page=6
Michael Brown,11/15/14,WSJ,No Decision on Ferguson Officer if He Isn’t Indicted,Ben Kesling,"Senior officials in Ferguson, Mo., said the town hasn’t decided whether Officer Darren Wilson will return to the police force if a grand jury doesn’t indict him in the shooting death of an unarmed local teenager.",,http://online.wsj.com/articles/officials-say-no-decision-on-ferguson-policemans-future-if-he-isnt-indicted-1416074986?mod=Searchresults_pos19&page=6
Michael Brown,3/23/15,WSJ,Justice Department Recommends Changes to Philadelphia Police Policies,Scott Calvert,"A Justice Department review of police-involved shootings in Philadelphia recommended dozens of changes, after finding serious shortcomings with policies and training.",,http://www.wsj.com/articles/justice-department-recommends-changes-to-philadelphia-police-policies-1427141731?mod=Searchresults_pos20&page=6
Michael Brown,12/10/14,WSJ,Senate Clears Law-Enforcement Death-Reporting Legislation,Rob Barry,The Senate cleared and sent to President Obama legislation that would provide strong incentives for states and federal law-enforcement agencies to report deaths in custody and during arrests.,,http://online.wsj.com/articles/senate-clears-legislation-encouraging-reporting-of-deaths-in-law-enforcement-custody-1418261529?mod=Searchresults_pos2&page=4
Michael Brown,1/11/15,WSJ,Police Investigations into Deaths Scrutinized,Zusha Elinson,Lawmakers in some states are moving to make investigations of police-involved killings more independent by requiring outside review or special prosecutors in such cases.,,http://online.wsj.com/articles/police-reviews-in-deaths-scrutinized-1421016273?mod=Searchresults_pos3&page=4
Michael Brown,1/15/15,WSJ,Holder Seeks to Fill Gaps in Police Data,Devlin Barrett,Attorney General Eric Holder said Thursday the country should do more to track when police officers kill and when they are killed.,,http://online.wsj.com/articles/holder-calls-for-more-data-on-violence-in-policing-1421348803?mod=Searchresults_pos4&page=4
Michael Brown,3/4/15,WSJ,"One Ferguson Police Employee Fired, Two Under Review for Racist Emails",Ben Kesling,"The mayor of Ferguson, Mo., said Wednesday a police department employee had been fired and two others remain under investigation for sending racist emails.",,http://www.wsj.com/articles/one-ferguson-police-employee-fired-two-under-investigation-for-racist-emails-1425516879?mod=Searchresults_pos5&page=4
Michael Brown,11/25/14,WSJ,Law and Evidence Tilted in Ferguson Police’s Favor,Ashby Jones And Joe Palazzolo,The factors that ultimately shaped the grand jury’s decision were in place at an early stage.,,http://online.wsj.com/articles/law-and-evidence-tilted-in-ferguson-polices-favor-1416950255?mod=Searchresults_pos6&page=4
Michael Brown,11/21/14,WSJ,"Ahead of Ferguson Decision, Attorney General Urges Calm, Restraint",Devlin Barrett,"Attorney General Eric Holder is urging police to minimize confrontation and protesters to be peaceful ahead of a grand jury decision on whether to indict the police officer who shot an unarmed black teenager in Ferguson, Mo.",,http://online.wsj.com/articles/ahead-of-ferguson-decision-attorney-general-urges-calm-restraint-1416580745?mod=Searchresults_pos7&page=4
Michael Brown,12/4/14,WSJ,Police Stories Hit Home for Jets’ Richardson,Alex Raskin,"‘Someone got murdered,’ said Jets defensive end Sheldon Richardson, a St. Louis native, about the grand-jury decision in the death of Staten Island resident Eric Garner. ‘It’s just that simple.’",,http://online.wsj.com/articles/recent-cases-of-police-violence-hit-home-for-jets-sheldon-richardson-1417745047?mod=Searchresults_pos8&page=4
Michael Brown,12/28/14,WSJ,Officer Liu’s Funeral Set for Sunday,Mike Vilensky and Mark Morales,"The funeral for New York City police Officer Wenjian Liu, one of two officers fatally shot in their squad car in Brooklyn, has been set for Sunday.",,http://online.wsj.com/articles/nypd-officer-wenjian-lius-funeral-set-for-sunday-1419823074?mod=Searchresults_pos9&page=4
Michael Brown,11/25/14,WSJ,Obama Calls for Peaceful Protests,Colleen McCain Nelson and Byron Tau,"Barack Obama called for peaceful protests and a restrained response from law enforcement on after a grand jury declined to indict a police officer in the shooting death of an unarmed 18-year-old in Ferguson, Mo.",,http://online.wsj.com/articles/obama-calls-for-peaceful-protests-after-ferguson-grand-jury-decision-1416890528?mod=Searchresults_pos11&page=4
Michael Brown,11/28/14,WSJ,Missouri Running Out of Emergency Funds for Ferguson,Matthew Dolan,Gov. Jay Nixon said he would call a special session of the state legislature to provide “critical” funding for the National Guard and Highway Patrol still on patrol in Ferguson.,,http://online.wsj.com/articles/missouri-governor-to-call-special-legislative-session-on-ferguson-funding-1417231479?mod=Searchresults_pos13&page=4
Michael Brown,3/7/15,WSJ,Police Shooting of Unarmed 19-Year-Old Prompts Protest,Associated Press,"The fatal shooting of an unarmed black 19-year-old by a white police officer, who authorities say fired after he was assaulted, prompted protesters to take to the streets with chants of “Black Lives Matter.”",,http://www.wsj.com/articles/wisconsin-attorney-general-investigating-shooting-in-madison-1425758817?mod=Searchresults_pos18&page=4
Michael Brown,2/13/15,WSJ,Prosecutors Make First Arson Arrest From Ferguson Unrest,Ben Kesling,"Federal agents made the first arrest for arson charges related to unrest in Ferguson, Mo. Local and federal officials have been working on multiple investigations in the aftermath of the Ferguson protests.",,http://www.wsj.com/articles/prosecutors-make-first-arson-arrest-from-ferguson-unrest-1423850518?mod=Searchresults_pos2&page=5
Michael Brown,6/30/15,WSJ,Federal Review Faults Police Response to Ferguson Protests,Devlin Barrett,"Local police improperly used military tactics—including dogs, tear gas and snipers—that escalated rather than eased protests in Ferguson, Mo., last year, according to a soon-to-be-released Justice Department report.",,http://www.wsj.com/articles/federal-review-faults-police-response-to-ferguson-protests-1435699052?mod=Searchresults_pos3&page=5
Michael Brown,4/29/15,WSJ,"Ferguson Protests Leave Three Shot, Five Arrested",Associated Press,"Looting, fires and gunfire broke out in Ferguson overnight during protests in response to the death of a black man in police custody in Baltimore.",,http://www.wsj.com/articles/ferguson-protests-over-freddie-gray-leave-three-shot-five-arrested-1430340468?mod=Searchresults_pos5&page=5
Michael Brown,3/17/15,WSJ,Man Faces 5 Felony Charges in Ferguson Police Shooting,Ben Kesling,"A 20-year-old man who allegedly shot two police officers at a late-night protest in Ferguson, Mo., last week, appeared in court to face five felony charges, including three class-A felonies.",,http://www.wsj.com/articles/man-faces-5-felony-charges-in-ferguson-police-shooting-1426542823?mod=Searchresults_pos6&page=5
Michael Brown,12/1/14,WSJ,Obama to Ask Congress for Funding for Federal Response to Ferguson,Michael R. Crittenden  And Kristina Peterson,President Barack Obama is expected to ask lawmakers to add money for body cameras and other community policing initiatives to a broader spending bill as part of his response to Ferguson unrest.,,http://online.wsj.com/articles/white-house-expected-to-ask-congress-for-funding-for-federal-response-to-ferguson-1417455572?mod=Searchresults_pos8&page=5
Michael Brown,11/26/14,WSJ,Ferguson Protesters Aim for Bigger Movement,"Dan Frosch, Ana Campoy  and Valerie Bauerlein",Many of the young people who have taken to the streets around the U.S. in Ferguson-related protests vow to turn the rallies against police brutality into a movement that will last long beyond this week.,,http://online.wsj.com/articles/ferguson-protesters-aim-for-bigger-movement-against-police-brutality-1417033948?mod=Searchresults_pos9&page=5
Michael Brown,12/8/14,WSJ,Violence Flares at Berkeley Protests,Alejandro Lazo And Jim Carlton,"A protest turned violent for a second straight night Sunday, resulting in at least eight arrests and an untold amount of damage to vandalized downtown businesses.",,http://online.wsj.com/articles/violence-flares-again-at-berkeley-protests-1418020244?mod=Searchresults_pos11&page=5
Michael Brown,11/30/14,WSJ,Ferguson Officer Won’t Get Severance,Matthew Dolan,"The Ferguson, Mo., police officer who killed an unarmed black 18-year-old after a violent encounter this summer and resigned from the force Saturday left the city voluntarily and won’t receive severance, officials said.",,http://online.wsj.com/articles/two-arrests-made-after-ferguson-police-officer-resigns-1417365692?mod=Searchresults_pos12&page=5
Michael Brown,11/28/14,WSJ,Protesters Aim at Macy’s on Black Friday,Mike Vilensky and Pia Catton,Demonstrators massed inside and outside Macy’s on Herald Square on Black Friday in a bid to flex economic power after a Missouri grand jury’s decision not to indict a police officer in the fatal shooting of a black teenager.,,http://online.wsj.com/articles/protesters-aim-at-macys-on-black-friday-1417224094?mod=Searchresults_pos13&page=5
Michael Brown,11/25/14,WSJ,Obama on Ferguson: ‘No Excuse’ for Violence,Byron Tau,"President Barack Obama said there was “no excuse” for vandalism and violence, speaking a day after the Ferguson, Mo., grand jury decision was announced and resulted in unrest.",,http://online.wsj.com/articles/obama-on-ferguson-no-excuse-for-violence-1416957669?mod=Searchresults_pos14&page=5
Michael Brown,3/15/15,WSJ,Man Charged in Ferguson Police Shootings,Joe Barrett,"A 20-year-old man was charged in the shootings of two police officers providing security during a protest in Ferguson, Mo., last week.",,http://www.wsj.com/articles/police-make-arrest-in-shooting-of-two-officers-in-ferguson-mo-1426443344?mod=Searchresults_pos15&page=5
Michael Brown,3/9/15,WSJ,Missouri Judge to Take Over Ferguson Cases,Ben Kesling,"The Missouri Supreme Court on Monday reassigned all municipal court cases in Ferguson to a state appeals court judge, essentially taking over the city’s court system.",,http://www.wsj.com/articles/missouri-supreme-court-assigns-ferguson-cases-to-appeals-court-judge-1425944766?mod=Searchresults_pos17&page=5
Michael Brown,11/26/14,WSJ,Ferguson Protests Continue Across the U.S.,A Wall Street Journal Roundup,"Protests resumed across the nation Tuesday, marking the second night of demonstrations following the decision by a grand jury not to indict a Ferguson, Mo., police officer in the shooting death of a black teenager.",,http://online.wsj.com/articles/protests-continue-across-the-u-s-1416974462?mod=Searchresults_pos18&page=5
Michael Brown,11/29/14,WSJ,Officer in Ferguson Shooting Resigns,Matthew Dolan,"Darren Wilson, the white Ferguson police officer who shot to death a black teen last summer and avoided criminal prosecution this week has resigned from the police force.",,http://online.wsj.com/articles/darren-wilson-resigns-from-ferguson-police-department-1417305478?mod=Searchresults_pos19&page=5
Michael Brown,6/8/15,WSJ,Ex-Officer Indicted for Murder in South Carolina Shooting of Black Man,Associated Press,A white former North Charleston police officer has been indicted on a murder charge in the fatal shooting of an unarmed black man who was running away from the officer.,,http://www.wsj.com/articles/ex-officer-indicted-for-murder-in-south-carolina-shooting-of-black-man-1433779367?mod=Searchresults_pos20&page=5
